HMSL Small Mol HMS LINCS ID,HMSL Small Mol Name,Gene ID,Binding Class,HUGO Gene Symbol
10401-101,GW2580,6793,10,STK10
10441-101,SB202190,6793,10,STK10
10443-101,Axitinib,6793,3,STK10
10444-101,Cediranib,6793,1,STK10
10001-101,Seliciclib,6794,10,STK11
10002-101,ALW-II-38-3,6794,10,STK11
10003-101,ALW-II-49-7,6794,10,STK11
10004-101,AT-7519,6794,10,STK11
10004-102,AT-7519,6794,10,STK11
10004-999,AT-7519,6794,10,STK11
10008-101,Sorafenib,6794,10,STK11
10008-104,Sorafenib,6794,10,STK11
10008-999,Sorafenib,6794,10,STK11
10009-101,CP466722,6794,10,STK11
10010-101,CP724714,6794,10,STK11
10011-101,Alvocidib,6794,10,STK11
10011-999,Alvocidib,6794,10,STK11
10012-101,GSK429286A,6794,10,STK11
10013-101,GSK461364,6794,10,STK11
10013-999,GSK461364,6794,10,STK11
10016-101,HG-5-88-01,6794,10,STK11
10018-101,Neratinib,6794,10,STK11
10018-999,Neratinib,6794,10,STK11
10019-101,JW-7-24-1,6794,10,STK11
10020-101,Dasatinib,6794,10,STK11
10020-999,Dasatinib,6794,10,STK11
10021-101,Tozasertib,6794,3,STK11
10021-999,Tozasertib,6794,3,STK11
10023-103,Imatinib,6794,10,STK11
10023-999,Imatinib,6794,10,STK11
10024-101,NVP-TAE684,6794,10,STK11
10024-999,NVP-TAE684,6794,10,STK11
10025-101,CGP60474,6794,10,STK11
10026-101,PD173074,6794,10,STK11
10027-101,Crizotinib,6794,10,STK11
10027-999,Crizotinib,6794,10,STK11
10028-102,BMS345541,6794,10,STK11
10028-999,BMS345541,6794,10,STK11
10029-101,GW-5074,6794,10,STK11
10035-101,Sigma A6730,6794,10,STK11
10035-109,Sigma A6730,6794,10,STK11
10037-101,AC220,6794,10,STK11
10037-999,AC220,6794,10,STK11
10039-101,WH-4-025,6794,10,STK11
10040-101,R406,6794,3,STK11
10040-999,R406,6794,3,STK11
10041-101,BI-2536,6794,10,STK11
10041-999,BI-2536,6794,10,STK11
10042-101,Motesanib,6794,10,STK11
10042-999,Motesanib,6794,10,STK11
10043-101,KIN001-127,6794,10,STK11
10046-101,SB590885,6794,10,STK11
10047-101,Pictilisib,6794,10,STK11
10047-999,Pictilisib,6794,10,STK11
10048-101,PD184352,6794,10,STK11
10048-999,PD184352,6794,10,STK11
10049-101,PLX-4720,6794,10,STK11
10049-999,PLX-4720,6794,10,STK11
10050-101,AZ-628,6794,10,STK11
10051-104,Lapatinib,6794,10,STK11
10051-999,Lapatinib,6794,10,STK11
10053-101,ZSTK474,6794,10,STK11
10056-101,Selumetinib,6794,10,STK11
10056-999,Selumetinib,6794,10,STK11
10058-101,CG-930,6794,10,STK11
10059-101,AZD-6482,6794,10,STK11
10060-101,TAK-715,6794,10,STK11
10061-101,NU7441,6794,10,STK11
10064-101,WYE-125132,6794,10,STK11
10066-101,MLN8054,6794,10,STK11
10066-999,MLN8054,6794,10,STK11
10067-101,Barasertib,6794,10,STK11
10067-999,Barasertib,6794,10,STK11
10068-101,Vemurafenib,6794,10,STK11
10069-101,Enzastaurin,6794,10,STK11
10069-999,Enzastaurin,6794,10,STK11
10070-101,NPK76-II-72-1,6794,10,STK11
10071-101,Palbociclib,6794,10,STK11
10071-102,Palbociclib,6794,10,STK11
10073-101,PHA-793887,6794,10,STK11
10075-101,QL-X-138,6794,10,STK11
10076-101,QL-XI-92,6794,10,STK11
10079-101,Torin1,6794,10,STK11
10080-101,Torin2,6794,10,STK11
10082-101,WZ-4-145,6794,10,STK11
10083-101,WZ-7043,6794,10,STK11
10085-101,WZ4002,6794,10,STK11
10086-101,XMD11-50,6794,10,STK11
10087-101,XMD11-85h,6794,10,STK11
10089-101,XMD14-99,6794,10,STK11
10090-101,XMD15-27,6794,10,STK11
10091-101,XMD16-144,6794,10,STK11
10092-101,JWE-035,6794,10,STK11
10093-101,XMD8-85,6794,10,STK11
10094-101,XMD8-92,6794,10,STK11
10095-101,ZG-10,6794,10,STK11
10096-101,ZM-447439,6794,10,STK11
10097-101,Erlotinib,6794,10,STK11
10097-102,Erlotinib,6794,10,STK11
10097-999,Erlotinib,6794,10,STK11
10098-101,Gefitinib,6794,10,STK11
10098-999,Gefitinib,6794,10,STK11
10099-101,Nilotinib,6794,10,STK11
10099-999,Nilotinib,6794,10,STK11
10101-101,PD0325901,6794,10,STK11
10103-101,Staurosporine,6794,1,STK11
10103-999,Staurosporine,6794,1,STK11
10105-101,MPS-1-IN-1,6794,10,STK11
10106-101,XMD-12,6794,10,STK11
10114-101,Pazopanib,6794,10,STK11
10114-102,Pazopanib,6794,10,STK11
10114-999,Pazopanib,6794,10,STK11
10120-102,Canertinib,6794,10,STK11
10120-999,Canertinib,6794,10,STK11
10123-101,SGX523,6794,10,STK11
10123-999,SGX523,6794,10,STK11
10125-101,PHA-665752,6794,3,STK11
10125-999,PHA-665752,6794,3,STK11
10126-101,PI103,6794,10,STK11
10126-102,PI103,6794,10,STK11
10126-999,PI103,6794,10,STK11
10127-101,Dovitinib,6794,3,STK11
10127-999,Dovitinib,6794,3,STK11
10128-101,GSK 690693,6794,10,STK11
10128-999,GSK 690693,6794,10,STK11
10129-101,Ibrutinib,6794,10,STK11
10130-101,Masitinib,6794,10,STK11
10130-999,Masitinib,6794,10,STK11
10132-101,SNS-032,6794,10,STK11
10132-999,SNS-032,6794,10,STK11
10133-101,Afatinib,6794,10,STK11
10133-999,Afatinib,6794,10,STK11
10138-101,Ruxolitinib,6794,10,STK11
10138-105,Ruxolitinib,6794,10,STK11
10138-999,Ruxolitinib,6794,10,STK11
10141-101,Fedratinib,6794,2,STK11
10141-999,Fedratinib,6794,2,STK11
10147-101,Buparlisib,6794,10,STK11
10151-101,Nintedanib,6794,1,STK11
10151-999,Nintedanib,6794,1,STK11
10157-101,Foretinib,6794,10,STK11
10157-999,Foretinib,6794,10,STK11
10159-101,Pelitinib,6794,10,STK11
10167-101,SB 203580,6794,10,STK11
10167-999,SB 203580,6794,10,STK11
10168-101,VX-745,6794,10,STK11
10168-999,VX-745,6794,10,STK11
10169-101,Doramapimod,6794,10,STK11
10169-999,Doramapimod,6794,10,STK11
10171-101,TGX221,6794,10,STK11
10175-101,Sunitinib,6794,1,STK11
10175-106,Sunitinib,6794,1,STK11
10175-999,Sunitinib,6794,1,STK11
10177-101,Brivanib,6794,10,STK11
10177-999,Brivanib,6794,10,STK11
10181-101,GDC-0879,6794,10,STK11
10181-999,GDC-0879,6794,10,STK11
10182-101,Linifanib,6794,10,STK11
10182-999,Linifanib,6794,10,STK11
10183-101,BGJ398,6794,10,STK11
10189-101,Bosutinib,6794,10,STK11
10189-999,Bosutinib,6794,10,STK11
10192-101,KW2449,6794,2,STK11
10192-999,KW2449,6794,2,STK11
10198-101,Vandetanib,6794,10,STK11
10198-999,Vandetanib,6794,10,STK11
10206-101,RAF 265,6794,10,STK11
10206-999,RAF 265,6794,10,STK11
10208-101,JNK-IN-5A,6794,10,STK11
10212-101,KIN001-021,6794,10,STK11
10213-101,KIN001-111,6794,10,STK11
10214-101,KIN001-123,6794,10,STK11
10220-101,PKC412,6794,2,STK11
10220-999,PKC412,6794,2,STK11
10223-101,AG1478,6794,10,STK11
10226-101,Tofacitinib,6794,10,STK11
10226-108,Tofacitinib,6794,10,STK11
10226-999,Tofacitinib,6794,10,STK11
10229-101,KU63794,6794,10,STK11
10230-101,Lestaurtinib,6794,1,STK11
10230-999,Lestaurtinib,6794,1,STK11
10232-101,Dactolisib,6794,10,STK11
10233-101,Alpelisib,6794,10,STK11
10255-101,GSK1838705A,6794,10,STK11
10255-999,GSK1838705A,6794,10,STK11
10284-101,Dabrafenib,6794,10,STK11
10285-101,PHA-767491,6794,10,STK11
10286-102,BS-181,6794,10,STK11
10287-101,Dinaciclib,6794,10,STK11
10289-101,AZD4547,6794,10,STK11
10340-101,HG-9-91-01,6794,10,STK11
10341-101,HG-14-8-02,6794,10,STK11
10355-101,CGP74514A,6794,10,STK11
10356-101,5z-7-oxozeaenol,6794,10,STK11
10363-101,JNK-IN-8,6794,10,STK11
10401-101,GW2580,6794,10,STK11
10441-101,SB202190,6794,10,STK11
10443-101,Axitinib,6794,10,STK11
10444-101,Cediranib,6794,10,STK11
10445-101,Taselisib,6794,10,STK11
10001-101,Seliciclib,6795,10,AURKC
10002-101,ALW-II-38-3,6795,10,AURKC
10003-101,ALW-II-49-7,6795,10,AURKC
10004-101,AT-7519,6795,10,AURKC
10004-102,AT-7519,6795,10,AURKC
10004-999,AT-7519,6795,10,AURKC
10008-101,Sorafenib,6795,2,AURKC
10008-104,Sorafenib,6795,2,AURKC
10008-999,Sorafenib,6795,2,AURKC
10010-101,CP724714,6795,10,AURKC
10011-101,Alvocidib,6795,10,AURKC
10011-999,Alvocidib,6795,10,AURKC
10013-101,GSK461364,6795,10,AURKC
10013-999,GSK461364,6795,10,AURKC
10016-101,HG-5-88-01,6795,10,AURKC
10017-101,HG-6-64-01,6795,10,AURKC
10018-101,Neratinib,6795,10,AURKC
10018-999,Neratinib,6795,10,AURKC
10019-101,JW-7-24-1,6795,10,AURKC
10020-101,Dasatinib,6795,10,AURKC
10020-999,Dasatinib,6795,10,AURKC
10021-101,Tozasertib,6795,1,AURKC
10021-999,Tozasertib,6795,1,AURKC
10023-103,Imatinib,6795,10,AURKC
10023-999,Imatinib,6795,10,AURKC
10024-101,NVP-TAE684,6795,1,AURKC
10024-999,NVP-TAE684,6795,1,AURKC
10025-101,CGP60474,6795,10,AURKC
10026-101,PD173074,6795,10,AURKC
10027-101,Crizotinib,6795,3,AURKC
10027-999,Crizotinib,6795,3,AURKC
10028-102,BMS345541,6795,10,AURKC
10028-999,BMS345541,6795,10,AURKC
10035-101,Sigma A6730,6795,10,AURKC
10035-109,Sigma A6730,6795,10,AURKC
10037-101,AC220,6795,10,AURKC
10037-999,AC220,6795,10,AURKC
10039-101,WH-4-025,6795,10,AURKC
10040-101,R406,6795,1,AURKC
10040-999,R406,6795,1,AURKC
10041-101,BI-2536,6795,10,AURKC
10041-999,BI-2536,6795,10,AURKC
10042-101,Motesanib,6795,3,AURKC
10042-999,Motesanib,6795,3,AURKC
10043-101,KIN001-127,6795,10,AURKC
10046-101,SB590885,6795,10,AURKC
10047-101,Pictilisib,6795,10,AURKC
10047-999,Pictilisib,6795,10,AURKC
10048-101,PD184352,6795,3,AURKC
10048-999,PD184352,6795,3,AURKC
10049-101,PLX-4720,6795,3,AURKC
10049-999,PLX-4720,6795,3,AURKC
10050-101,AZ-628,6795,10,AURKC
10051-104,Lapatinib,6795,10,AURKC
10051-999,Lapatinib,6795,10,AURKC
10053-101,ZSTK474,6795,10,AURKC
10055-101,BX-912,6795,2,AURKC
10056-101,Selumetinib,6795,10,AURKC
10056-999,Selumetinib,6795,10,AURKC
10058-101,CG-930,6795,10,AURKC
10059-101,AZD-6482,6795,10,AURKC
10060-101,TAK-715,6795,10,AURKC
10061-101,NU7441,6795,10,AURKC
10062-101,GSK1070916,6795,1,AURKC
10064-101,WYE-125132,6795,10,AURKC
10066-101,MLN8054,6795,1,AURKC
10066-999,MLN8054,6795,1,AURKC
10067-101,Barasertib,6795,1,AURKC
10067-999,Barasertib,6795,1,AURKC
10069-101,Enzastaurin,6795,10,AURKC
10069-999,Enzastaurin,6795,10,AURKC
10070-101,NPK76-II-72-1,6795,10,AURKC
10071-101,Palbociclib,6795,10,AURKC
10071-102,Palbociclib,6795,10,AURKC
10073-101,PHA-793887,6795,10,AURKC
10075-101,QL-X-138,6795,10,AURKC
10076-101,QL-XI-92,6795,10,AURKC
10079-101,Torin1,6795,10,AURKC
10080-101,Torin2,6795,10,AURKC
10082-101,WZ-4-145,6795,10,AURKC
10083-101,WZ-7043,6795,10,AURKC
10087-101,XMD11-85h,6795,10,AURKC
10089-101,XMD14-99,6795,10,AURKC
10093-101,XMD8-85,6795,10,AURKC
10094-101,XMD8-92,6795,10,AURKC
10097-101,Erlotinib,6795,2,AURKC
10097-102,Erlotinib,6795,2,AURKC
10097-999,Erlotinib,6795,2,AURKC
10098-101,Gefitinib,6795,10,AURKC
10098-999,Gefitinib,6795,10,AURKC
10099-101,Nilotinib,6795,10,AURKC
10099-999,Nilotinib,6795,10,AURKC
10103-101,Staurosporine,6795,1,AURKC
10103-999,Staurosporine,6795,1,AURKC
10105-101,MPS-1-IN-1,6795,10,AURKC
10114-101,Pazopanib,6795,2,AURKC
10114-102,Pazopanib,6795,2,AURKC
10114-999,Pazopanib,6795,2,AURKC
10120-102,Canertinib,6795,3,AURKC
10120-999,Canertinib,6795,3,AURKC
10123-101,SGX523,6795,10,AURKC
10123-999,SGX523,6795,10,AURKC
10125-101,PHA-665752,6795,2,AURKC
10125-999,PHA-665752,6795,2,AURKC
10126-101,PI103,6795,10,AURKC
10126-102,PI103,6795,10,AURKC
10126-999,PI103,6795,10,AURKC
10127-101,Dovitinib,6795,3,AURKC
10127-999,Dovitinib,6795,3,AURKC
10128-101,GSK 690693,6795,10,AURKC
10128-999,GSK 690693,6795,10,AURKC
10130-101,Masitinib,6795,10,AURKC
10130-999,Masitinib,6795,10,AURKC
10132-101,SNS-032,6795,3,AURKC
10132-999,SNS-032,6795,3,AURKC
10133-101,Afatinib,6795,10,AURKC
10133-999,Afatinib,6795,10,AURKC
10138-101,Ruxolitinib,6795,3,AURKC
10138-105,Ruxolitinib,6795,3,AURKC
10138-999,Ruxolitinib,6795,3,AURKC
10141-101,Fedratinib,6795,2,AURKC
10141-999,Fedratinib,6795,2,AURKC
10147-101,Buparlisib,6795,10,AURKC
10151-101,Nintedanib,6795,2,AURKC
10151-999,Nintedanib,6795,2,AURKC
10157-101,Foretinib,6795,1,AURKC
10157-999,Foretinib,6795,1,AURKC
10159-101,Pelitinib,6795,10,AURKC
10167-101,SB 203580,6795,10,AURKC
10167-999,SB 203580,6795,10,AURKC
10168-101,VX-745,6795,10,AURKC
10168-999,VX-745,6795,10,AURKC
10169-101,Doramapimod,6795,10,AURKC
10169-999,Doramapimod,6795,10,AURKC
10171-101,TGX221,6795,10,AURKC
10175-101,Sunitinib,6795,2,AURKC
10175-106,Sunitinib,6795,2,AURKC
10175-999,Sunitinib,6795,2,AURKC
10177-101,Brivanib,6795,10,AURKC
10177-999,Brivanib,6795,10,AURKC
10181-101,GDC-0879,6795,10,AURKC
10181-999,GDC-0879,6795,10,AURKC
10182-101,Linifanib,6795,1,AURKC
10182-999,Linifanib,6795,1,AURKC
10187-101,Ki20227,6795,2,AURKC
10187-999,Ki20227,6795,2,AURKC
10189-101,Bosutinib,6795,10,AURKC
10189-999,Bosutinib,6795,10,AURKC
10192-101,KW2449,6795,1,AURKC
10192-999,KW2449,6795,1,AURKC
10198-101,Vandetanib,6795,3,AURKC
10198-999,Vandetanib,6795,3,AURKC
10201-101,CH5424802,6795,10,AURKC
10206-101,RAF 265,6795,10,AURKC
10206-999,RAF 265,6795,10,AURKC
10208-101,JNK-IN-5A,6795,10,AURKC
10212-101,KIN001-021,6795,10,AURKC
10214-101,KIN001-123,6795,10,AURKC
10220-101,PKC412,6795,2,AURKC
10220-999,PKC412,6795,2,AURKC
10226-101,Tofacitinib,6795,10,AURKC
10226-108,Tofacitinib,6795,10,AURKC
10226-999,Tofacitinib,6795,10,AURKC
10229-101,KU63794,6795,10,AURKC
10230-101,Lestaurtinib,6795,1,AURKC
10230-999,Lestaurtinib,6795,1,AURKC
10232-101,Dactolisib,6795,10,AURKC
10233-101,Alpelisib,6795,10,AURKC
10255-101,GSK1838705A,6795,10,AURKC
10255-999,GSK1838705A,6795,10,AURKC
10285-101,PHA-767491,6795,10,AURKC
10286-102,BS-181,6795,10,AURKC
10341-101,HG-14-8-02,6795,10,AURKC
10350-101,(s)-CR8,6795,10,AURKC
10356-101,5z-7-oxozeaenol,6795,10,AURKC
10363-101,JNK-IN-8,6795,10,AURKC
10401-101,GW2580,6795,10,AURKC
10426-101,Barasertib,6795,1,AURKC
10441-101,SB202190,6795,10,AURKC
10443-101,Axitinib,6795,1,AURKC
10444-101,Cediranib,6795,3,AURKC
10453-101,URMC-099,6795,2,AURKC
10001-101,Seliciclib,6850,10,SYK
10002-101,ALW-II-38-3,6850,10,SYK
10003-101,ALW-II-49-7,6850,10,SYK
10004-101,AT-7519,6850,10,SYK
10004-102,AT-7519,6850,10,SYK
10004-999,AT-7519,6850,10,SYK
10006-101,AZD7762,6850,2,SYK
10008-101,Sorafenib,6850,10,SYK
10008-104,Sorafenib,6850,10,SYK
10008-999,Sorafenib,6850,10,SYK
10010-101,CP724714,6850,10,SYK
10011-101,Alvocidib,6850,10,SYK
10011-999,Alvocidib,6850,10,SYK
10012-101,GSK429286A,6850,10,SYK
10013-101,GSK461364,6850,10,SYK
10013-999,GSK461364,6850,10,SYK
10016-101,HG-5-88-01,6850,10,SYK
10018-101,Neratinib,6850,3,SYK
10018-999,Neratinib,6850,3,SYK
10019-101,JW-7-24-1,6850,10,SYK
10020-101,Dasatinib,6850,3,SYK
10020-999,Dasatinib,6850,3,SYK
10021-101,Tozasertib,6850,3,SYK
10021-999,Tozasertib,6850,3,SYK
10023-103,Imatinib,6850,3,SYK
10023-999,Imatinib,6850,3,SYK
10024-101,NVP-TAE684,6850,2,SYK
10024-999,NVP-TAE684,6850,2,SYK
10025-101,CGP60474,6850,10,SYK
10026-101,PD173074,6850,10,SYK
10027-101,Crizotinib,6850,3,SYK
10027-999,Crizotinib,6850,3,SYK
10028-102,BMS345541,6850,10,SYK
10028-999,BMS345541,6850,10,SYK
10029-101,GW-5074,6850,10,SYK
10035-101,Sigma A6730,6850,10,SYK
10035-109,Sigma A6730,6850,10,SYK
10036-101,SB 239063,6850,3,SYK
10037-101,AC220,6850,10,SYK
10037-999,AC220,6850,10,SYK
10040-101,R406,6850,1,SYK
10040-999,R406,6850,1,SYK
10041-101,BI-2536,6850,3,SYK
10041-999,BI-2536,6850,3,SYK
10042-101,Motesanib,6850,10,SYK
10042-999,Motesanib,6850,10,SYK
10043-101,KIN001-127,6850,10,SYK
10045-101,A443654,6850,10,SYK
10046-101,SB590885,6850,10,SYK
10047-101,Pictilisib,6850,10,SYK
10047-999,Pictilisib,6850,10,SYK
10048-101,PD184352,6850,10,SYK
10048-999,PD184352,6850,10,SYK
10049-101,PLX-4720,6850,10,SYK
10049-999,PLX-4720,6850,10,SYK
10050-101,AZ-628,6850,10,SYK
10051-104,Lapatinib,6850,10,SYK
10051-999,Lapatinib,6850,10,SYK
10053-101,ZSTK474,6850,10,SYK
10056-101,Selumetinib,6850,10,SYK
10056-999,Selumetinib,6850,10,SYK
10058-101,CG-930,6850,10,SYK
10059-101,AZD-6482,6850,10,SYK
10060-101,TAK-715,6850,3,SYK
10061-101,NU7441,6850,10,SYK
10064-101,WYE-125132,6850,10,SYK
10066-101,MLN8054,6850,10,SYK
10066-999,MLN8054,6850,10,SYK
10067-101,Barasertib,6850,10,SYK
10067-999,Barasertib,6850,10,SYK
10069-101,Enzastaurin,6850,10,SYK
10069-999,Enzastaurin,6850,10,SYK
10070-101,NPK76-II-72-1,6850,10,SYK
10071-101,Palbociclib,6850,10,SYK
10071-102,Palbociclib,6850,10,SYK
10072-101,PF562271,6850,3,SYK
10073-101,PHA-793887,6850,10,SYK
10075-101,QL-X-138,6850,10,SYK
10076-101,QL-XI-92,6850,10,SYK
10079-101,Torin1,6850,10,SYK
10080-101,Torin2,6850,10,SYK
10082-101,WZ-4-145,6850,10,SYK
10083-101,WZ-7043,6850,10,SYK
10085-101,WZ4002,6850,10,SYK
10086-101,XMD11-50,6850,10,SYK
10087-101,XMD11-85h,6850,10,SYK
10088-101,XMD13-2,6850,10,SYK
10090-101,XMD15-27,6850,10,SYK
10092-101,JWE-035,6850,10,SYK
10093-101,XMD8-85,6850,10,SYK
10094-101,XMD8-92,6850,10,SYK
10097-101,Erlotinib,6850,10,SYK
10097-102,Erlotinib,6850,10,SYK
10097-999,Erlotinib,6850,10,SYK
10098-101,Gefitinib,6850,10,SYK
10098-999,Gefitinib,6850,10,SYK
10099-101,Nilotinib,6850,10,SYK
10099-999,Nilotinib,6850,10,SYK
10101-101,PD0325901,6850,10,SYK
10103-101,Staurosporine,6850,1,SYK
10103-999,Staurosporine,6850,1,SYK
10104-101,RO-3306,6850,10,SYK
10105-101,MPS-1-IN-1,6850,10,SYK
10106-101,XMD-12,6850,10,SYK
10114-101,Pazopanib,6850,3,SYK
10114-102,Pazopanib,6850,3,SYK
10114-999,Pazopanib,6850,3,SYK
10120-102,Canertinib,6850,10,SYK
10120-999,Canertinib,6850,10,SYK
10123-101,SGX523,6850,10,SYK
10123-999,SGX523,6850,10,SYK
10125-101,PHA-665752,6850,10,SYK
10125-999,PHA-665752,6850,10,SYK
10126-101,PI103,6850,10,SYK
10126-102,PI103,6850,10,SYK
10126-999,PI103,6850,10,SYK
10128-101,GSK 690693,6850,10,SYK
10128-999,GSK 690693,6850,10,SYK
10129-101,Ibrutinib,6850,10,SYK
10130-101,Masitinib,6850,10,SYK
10130-999,Masitinib,6850,10,SYK
10132-101,SNS-032,6850,10,SYK
10132-999,SNS-032,6850,10,SYK
10133-101,Afatinib,6850,10,SYK
10133-999,Afatinib,6850,10,SYK
10135-101,Linsitinib,6850,3,SYK
10137-101,BMS509744,6850,10,SYK
10138-101,Ruxolitinib,6850,10,SYK
10138-105,Ruxolitinib,6850,10,SYK
10138-999,Ruxolitinib,6850,10,SYK
10141-101,Fedratinib,6850,3,SYK
10141-999,Fedratinib,6850,3,SYK
10147-101,Buparlisib,6850,10,SYK
10151-101,Nintedanib,6850,10,SYK
10151-999,Nintedanib,6850,10,SYK
10152-101,MK 1775,6850,2,SYK
10157-101,Foretinib,6850,2,SYK
10157-999,Foretinib,6850,2,SYK
10159-101,Pelitinib,6850,3,SYK
10162-101,SP600125,6850,10,SYK
10166-101,BAY61-3606,6850,1,SYK
10166-107,BAY61-3606,6850,1,SYK
10167-101,SB 203580,6850,10,SYK
10167-999,SB 203580,6850,10,SYK
10168-101,VX-745,6850,10,SYK
10168-999,VX-745,6850,10,SYK
10169-101,Doramapimod,6850,10,SYK
10169-999,Doramapimod,6850,10,SYK
10171-101,TGX221,6850,10,SYK
10175-101,Sunitinib,6850,10,SYK
10175-106,Sunitinib,6850,10,SYK
10175-999,Sunitinib,6850,10,SYK
10177-101,Brivanib,6850,10,SYK
10177-999,Brivanib,6850,10,SYK
10181-101,GDC-0879,6850,10,SYK
10181-999,GDC-0879,6850,10,SYK
10182-101,Linifanib,6850,10,SYK
10182-999,Linifanib,6850,10,SYK
10189-101,Bosutinib,6850,2,SYK
10189-999,Bosutinib,6850,2,SYK
10192-101,KW2449,6850,2,SYK
10192-999,KW2449,6850,2,SYK
10198-101,Vandetanib,6850,10,SYK
10198-999,Vandetanib,6850,10,SYK
10206-101,RAF 265,6850,3,SYK
10206-999,RAF 265,6850,3,SYK
10207-101,NVP-TAE226,6850,3,SYK
10208-101,JNK-IN-5A,6850,10,SYK
10209-101,BMS-536924,6850,2,SYK
10212-101,KIN001-021,6850,10,SYK
10213-101,KIN001-111,6850,10,SYK
10214-101,KIN001-123,6850,10,SYK
10220-101,PKC412,6850,1,SYK
10220-999,PKC412,6850,1,SYK
10221-101,GSK2334470,6850,10,SYK
10226-101,Tofacitinib,6850,10,SYK
10226-108,Tofacitinib,6850,10,SYK
10226-999,Tofacitinib,6850,10,SYK
10228-102,IKK16,6850,2,SYK
10229-101,KU63794,6850,10,SYK
10230-101,Lestaurtinib,6850,1,SYK
10230-999,Lestaurtinib,6850,1,SYK
10232-101,Dactolisib,6850,10,SYK
10233-101,Alpelisib,6850,10,SYK
10234-101,GDC-0980,6850,2,SYK
10255-101,GSK1838705A,6850,10,SYK
10255-999,GSK1838705A,6850,10,SYK
10285-101,PHA-767491,6850,3,SYK
10286-102,BS-181,6850,10,SYK
10287-101,Dinaciclib,6850,10,SYK
10341-101,HG-14-8-02,6850,10,SYK
10350-101,(s)-CR8,6850,10,SYK
10356-101,5z-7-oxozeaenol,6850,10,SYK
10363-101,JNK-IN-8,6850,10,SYK
10372-101,Entospletinib,6850,2,SYK
10380-101,NMS-1286937,6850,10,SYK
10391-101,Alisertib,6850,3,SYK
10394-101,Ceritinib,6850,3,SYK
10401-101,GW2580,6850,10,SYK
10405-101,PP1,6850,3,SYK
10406-102,PRT062607,6850,2,SYK
10408-101,Sotrastaurin,6850,3,SYK
10416-101,Febuxostat,6850,10,SYK
10422-101,VX-11e,6850,3,SYK
10441-101,SB202190,6850,10,SYK
10443-101,Axitinib,6850,10,SYK
10444-101,Cediranib,6850,3,SYK
10445-101,Taselisib,6850,10,SYK
10453-101,URMC-099,6850,2,SYK
10274-101,SB-3CT,6868,3,ADAM17
10509-101,GM6001,6868,1,ADAM17
10519-101,TAPI-0,6868,2,ADAM17
10001-101,Seliciclib,6885,10,MAP3K7
10002-101,ALW-II-38-3,6885,10,MAP3K7
10003-101,ALW-II-49-7,6885,10,MAP3K7
10004-101,AT-7519,6885,10,MAP3K7
10004-102,AT-7519,6885,10,MAP3K7
10004-999,AT-7519,6885,10,MAP3K7
10006-101,AZD7762,6885,2,MAP3K7
10008-101,Sorafenib,6885,2,MAP3K7
10008-104,Sorafenib,6885,2,MAP3K7
10008-999,Sorafenib,6885,2,MAP3K7
10010-101,CP724714,6885,10,MAP3K7
10011-101,Alvocidib,6885,3,MAP3K7
10011-999,Alvocidib,6885,3,MAP3K7
10012-101,GSK429286A,6885,10,MAP3K7
10013-101,GSK461364,6885,10,MAP3K7
10013-999,GSK461364,6885,10,MAP3K7
10016-101,HG-5-88-01,6885,10,MAP3K7
10018-101,Neratinib,6885,10,MAP3K7
10018-999,Neratinib,6885,10,MAP3K7
10020-101,Dasatinib,6885,3,MAP3K7
10020-999,Dasatinib,6885,3,MAP3K7
10021-101,Tozasertib,6885,3,MAP3K7
10021-999,Tozasertib,6885,3,MAP3K7
10023-103,Imatinib,6885,10,MAP3K7
10023-999,Imatinib,6885,10,MAP3K7
10024-101,NVP-TAE684,6885,2,MAP3K7
10024-999,NVP-TAE684,6885,2,MAP3K7
10025-101,CGP60474,6885,10,MAP3K7
10027-101,Crizotinib,6885,3,MAP3K7
10027-999,Crizotinib,6885,3,MAP3K7
10028-102,BMS345541,6885,10,MAP3K7
10028-999,BMS345541,6885,10,MAP3K7
10035-101,Sigma A6730,6885,10,MAP3K7
10035-109,Sigma A6730,6885,10,MAP3K7
10037-101,AC220,6885,3,MAP3K7
10037-999,AC220,6885,3,MAP3K7
10040-101,R406,6885,1,MAP3K7
10040-999,R406,6885,1,MAP3K7
10041-101,BI-2536,6885,10,MAP3K7
10041-999,BI-2536,6885,10,MAP3K7
10042-101,Motesanib,6885,3,MAP3K7
10042-999,Motesanib,6885,3,MAP3K7
10043-101,KIN001-127,6885,10,MAP3K7
10046-101,SB590885,6885,10,MAP3K7
10047-101,Pictilisib,6885,10,MAP3K7
10047-999,Pictilisib,6885,10,MAP3K7
10048-101,PD184352,6885,10,MAP3K7
10048-999,PD184352,6885,10,MAP3K7
10049-101,PLX-4720,6885,10,MAP3K7
10049-999,PLX-4720,6885,10,MAP3K7
10051-104,Lapatinib,6885,10,MAP3K7
10051-999,Lapatinib,6885,10,MAP3K7
10053-101,ZSTK474,6885,10,MAP3K7
10056-101,Selumetinib,6885,10,MAP3K7
10056-999,Selumetinib,6885,10,MAP3K7
10058-101,CG-930,6885,10,MAP3K7
10059-101,AZD-6482,6885,10,MAP3K7
10061-101,NU7441,6885,10,MAP3K7
10064-101,WYE-125132,6885,10,MAP3K7
10066-101,MLN8054,6885,10,MAP3K7
10066-999,MLN8054,6885,10,MAP3K7
10067-101,Barasertib,6885,2,MAP3K7
